Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.8,48.3,22.07,3.83,-13.14,-3.15,-20.63,7.69,17.94,-3.29,7.71
3-Year Average,20.69,31.21,24.97,23.41,3.26,-4.41,-12.6,-6.11,0.27,7.1,
5-Year Average,30.76,32.44,26.05,23.41,11.97,9.6,-3.28,-5.68,-3.24,-1.14,
10-Year Average,,27.53,,,23.71,19.71,13.18,9.04,9.27,5.21,
