Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,0.01,-29.16,-4.46,12.67,22.55,4.74,0.32,22.82,12.25,-1.03,20.36
3-Year Average,5.3,-9.22,-12.2,-8.64,9.67,13.09,8.79,8.87,11.42,10.92,
5-Year Average,6.38,-2.27,-4.6,-4.24,-1.34,-0.43,6.75,12.25,12.16,7.47,
10-Year Average,11.14,3.82,1.9,1.83,3.65,2.92,2.14,3.48,3.64,2.97,
