Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,100.62,41.36,13.85,64.14,29.68,32.62,2.19,-37.59,40.59,24.98,
3-Year Average,83.28,29.47,47.8,38.24,34.32,41.33,20.68,-5.43,-3.57,3.13,
5-Year Average,,,58.19,32.32,47.03,35.35,26.85,12.48,9.05,8.25,
10-Year Average,,,,,,,,33.39,20.12,26.16,
