Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,6.14,-17.58,-9.41,23.24,-10.35,-16.61,-46.31,25.81,-16.62,
3-Year Average,,,,-7.46,-2.73,0.03,-2.7,-26.24,-17.42,-17.42,
5-Year Average,,,,,,-2.62,-7.21,-14.83,-9.05,-15.89,
10-Year Average,,,,,,,,,,,
