Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,54.29,41.44,74.41,-64.96,64.01,10.92,2.06,1.62,-16.15,-3.95,
Free Cash Flow Growth % YOY,179.91,178.3,147.21,-79.23,77.1,4.49,15.53,-6.5,-36.12,3.39,
Cap Ex as a % of Sales,5.88,4.04,2.29,3.08,4.45,6.33,5.1,5.78,6.65,6.39,6.11
Free Cash Flow/Sales %,2.74,6.71,17.64,3.4,5.82,7.25,7.79,7.24,4.89,5.36,0.45
Free Cash Flow/Net Income,0.51,-1.3,6.22,1.24,1.15,1.99,1.31,3.08,1.17,1.25,0.11
