Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,76.36,73.81,70.33,62.22,62.09,60.42,60.12,59.03,46.66,44.07,46.53
Gross Margin,23.64,26.19,29.67,37.78,37.91,39.58,39.88,40.97,53.34,55.93,53.47
SG&A,6.03,4.24,9.36,7.59,6.02,7.63,7.46,8.66,10.07,9.64,7.74
R&D,,,,,,,,,,,
Other,-0.17,0.65,-0.64,8.99,8.35,10.42,12.38,11.77,40.2,36.95,24.83
Operating Margin,17.79,21.3,20.95,21.2,23.54,21.53,20.04,20.54,3.07,9.33,20.9
Net Int Inc & Other,-4.71,-3.27,-10.53,-15.4,-8.39,-4.31,-4.3,26.38,-26.35,-14.34,-7.16
EBT Margin,13.07,18.03,10.42,5.8,15.16,17.22,15.74,46.93,-23.27,-5.0,13.74
