Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,33.7,0.15,53.34,28.91,13.11,8.57,18.01,10.15,8.66,21.94,32.0
3-Year Average,108.8,38.41,27.1,25.56,30.76,16.55,13.17,12.17,12.2,13.43,
5-Year Average,100.52,100.58,69.47,39.28,24.52,19.44,23.43,15.53,11.64,13.33,
10-Year Average,,,,,93.71,54.76,57.34,39.92,24.7,18.8,
