Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,34.35,36.44,34.75,33.33,34.08,31.38,30.52,30.34,30.59,32.5,32.52
Gross Margin,65.65,63.56,65.25,66.67,65.92,68.62,69.48,69.66,69.41,67.5,67.48
SG&A,39.0,37.53,36.01,36.35,36.91,37.14,37.51,36.18,35.77,35.07,33.69
R&D,,,,,,,,,,,
Other,0.12,0.2,0.49,-2.75,0.07,-0.04,-0.5,0.7,-15.99,-0.6,-0.45
Operating Margin,26.53,26.64,28.76,33.06,28.94,31.52,32.46,32.77,49.63,33.03,34.24
Net Int Inc & Other,-1.59,-1.25,-1.13,-1.01,-1.03,-1.16,-0.8,-0.8,-1.42,-1.87,-1.88
EBT Margin,24.94,25.39,27.62,32.06,27.91,30.36,31.66,31.97,48.2,31.16,32.36
