Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-15.34,,,269.34,-12.41,-28.2,5.81,-14.34,45.23,32.88,45.13
3-Year Average,-5.01,,-18.94,32.45,,32.43,-12.7,-13.34,9.59,18.24,
5-Year Average,29.2,,-11.62,30.23,11.5,7.88,,16.05,-3.71,4.66,
10-Year Average,11.74,,0.08,9.73,15.29,18.06,10.01,1.28,11.98,8.02,
