Key Efficiency Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Days Sales Outstanding,,,,,9.72,,16.02,,,,
Days Inventory,,,,,0.1,,,,,,
Payables Period,,,,,105.85,16021.05,,,,,
Cash Conversion Cycle,,,,,-96.04,,,,,,
Receivables Turnover,,,,,37.54,,22.78,,,,
Inventory Turnover,,,,,3843.86,,,,,,
Fixed Assets Turnover,,,,,79.03,,2.01,,,,
Asset Turnover,,,,,1.43,,0.68,,,,
