Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,3.38,168.69,-0.87,-51.4,24.55,188.41,-33.87,-10.94,,,-305.41
3-Year Average,63.46,95.46,40.16,8.98,-15.66,20.41,33.43,19.31,,-5.57,
5-Year Average,20.28,62.98,63.36,29.18,10.76,35.98,2.73,0.56,,9.94,
10-Year Average,5.96,17.67,,11.77,16.18,27.89,29.4,28.17,,10.35,
