Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,224.81,71.28,-42.12,60.77,25.24,-1.3,-11.79,31.77,10.59,7.58,5.74
3-Year Average,,,47.66,16.81,5.23,25.73,2.93,4.69,8.73,16.17,
5-Year Average,-3.23,62.4,,,45.33,14.52,0.29,18.23,9.71,6.42,
10-Year Average,-3.48,1.72,-5.51,-4.09,,5.27,27.62,,,24.36,
