Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,14.27,-2.75,45.99,16.44,15.23,3.83,7.52,11.52,4.21,5.03
3-Year Average,,,,17.5,18.24,25.12,11.69,8.76,7.58,7.71,
5-Year Average,,,,,,16.83,14.62,16.94,10.81,8.38,
10-Year Average,,,,,,,,,,,
