Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,414.36,7.34,,,-19.95,
Free Cash Flow Growth % YOY,,,,,,,139.19,,,-46.18,
Cap Ex as a % of Sales,2.9,2.56,2.31,4.13,2.19,6.05,,,,3.41,3.44
Free Cash Flow/Sales %,-2.75,-8.18,4.59,-6.55,-0.62,4.93,17.77,-17.51,13.91,7.0,4.68
Free Cash Flow/Net Income,0.58,0.83,-0.49,-18.05,-0.11,2.23,-19.49,-3.35,-5.29,1.73,8.67
