Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.53,-10.54,0.57,-15.71,-9.49,3.37,13.04,-39.74,27.13,12.97,18.18
3-Year Average,60.27,34.67,14.2,-8.81,-8.45,-7.61,1.89,-11.04,-4.68,-4.71,
5-Year Average,42.59,33.52,29.94,15.66,2.59,-6.63,-2.16,-11.69,-4.12,0.22,
10-Year Average,,,27.03,18.84,17.66,15.38,14.3,7.12,5.31,1.4,
