Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,0.31,,,,,,,,,,
R&D,,,,,,,,,,,
Other,71.71,85.88,85.09,86.8,95.45,86.23,84.24,85.42,82.87,85.1,88.27
Operating Margin,27.99,14.12,14.91,13.2,4.55,13.77,15.76,14.58,17.13,14.9,11.73
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,27.99,14.12,14.91,13.2,4.55,13.77,15.76,14.58,17.13,14.9,11.73
