Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,55.84,-45.83,,,182.14,153.16,-12.5,21.71,17.37,41.2,-61.29
3-Year Average,40.25,37.81,,-57.31,-26.01,,84.2,39.18,7.72,26.35,
5-Year Average,,15.59,,-17.78,-19.31,-11.09,-2.14,,54.94,34.91,
10-Year Average,8.15,0.58,,-9.32,3.14,,6.36,5.02,12.87,4.33,
