Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-12.65,11.33,17.09,-24.03,28.55,15.09,-10.98,-1.43,12.64,-5.43,
Free Cash Flow Growth % YOY,-21.86,23.19,19.69,-38.5,41.37,21.09,-30.36,-2.71,17.1,13.46,
Cap Ex as a % of Sales,4.45,3.69,4.04,4.51,3.97,3.98,5.23,5.13,5.64,4.27,3.07
Free Cash Flow/Sales %,9.8,11.74,14.16,7.66,8.94,10.69,6.94,6.6,7.95,10.05,15.31
Free Cash Flow/Net Income,1.14,1.45,1.47,0.76,0.9,0.99,0.67,0.72,1.49,-6.73,11.95
