Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,39.05,41.58,35.92,35.02,40.43,40.61,38.04,37.4,39.18,38.58,37.86
Gross Margin,60.95,58.42,64.08,64.98,59.57,59.39,61.96,62.6,60.82,61.42,62.14
SG&A,37.76,40.8,38.98,36.08,34.15,35.49,34.45,35.88,37.85,34.5,33.77
R&D,13.69,14.63,13.63,12.66,13.29,14.28,14.51,15.03,15.52,14.11,13.48
Other,0.01,1.6,-0.95,0.15,0.16,0.03,1.39,,1.17,0.76,0.75
Operating Margin,9.49,1.39,12.42,16.09,11.98,9.6,11.6,11.69,6.27,12.05,14.15
Net Int Inc & Other,2.09,-1.14,-1.05,-0.59,-0.55,-0.65,0.11,-0.05,-0.05,,0.21
EBT Margin,11.59,0.24,11.37,15.5,11.43,8.95,11.72,11.64,6.22,12.05,14.36
