Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,29.82,10.91,-18.67,30.07,28.44,14.69,11.19,18.65,2.85,2.59,16.21
3-Year Average,36.78,22.43,5.4,5.47,10.76,24.2,17.88,14.8,10.71,7.78,
5-Year Average,29.58,35.08,18.21,14.19,14.36,11.56,11.62,20.38,14.85,9.81,
10-Year Average,21.41,21.66,17.29,18.93,20.58,20.37,22.79,19.29,14.52,12.06,
