Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,97.05,90.73,59.05,21.04,-2.89,209.2,52.69,33.96,45.55,18.44,22.99
3-Year Average,-10.44,53.3,81.49,54.28,23.19,53.75,66.13,84.93,43.86,32.18,
5-Year Average,41.57,32.91,16.86,47.3,47.69,61.61,54.58,49.36,54.97,61.25,
10-Year Average,14.21,20.1,27.09,22.72,35.12,51.26,43.34,32.12,51.09,54.32,
