Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,1071.51,139.55,25.62,,,-71.6,66.2,,
3-Year Average,,,,,227.89,,-39.12,-62.91,,,
5-Year Average,,,,,,,44.64,-31.26,-36.11,,
10-Year Average,,,,,,,,,,,
