Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,84.7,82.47,90.44,89.78
Gross Margin,,,,,,,,15.3,17.53,9.56,10.22
SG&A,,,,,,,,29.73,23.45,20.96,20.8
R&D,,,,,,,,,,,
Other,,,,,,,,-30.35,-10.47,-21.11,-23.88
Operating Margin,,,,,,,,18.72,6.29,14.82,18.72
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,,,,,,,,18.72,6.29,14.82,18.72
