Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,12.53,16.26,17.05,15.21,16.19,16.23,16.09,20.32,21.13,19.57,16.49
R&D,,,,,,,,,,,
Other,70.02,95.96,80.78,74.09,90.1,73.94,69.4,75.77,69.11,75.05,86.31
Operating Margin,17.44,-12.21,2.18,10.7,-6.29,9.82,14.51,3.92,9.77,5.38,-2.81
Net Int Inc & Other,,,,,,,,,,,
EBT Margin,17.44,-12.21,2.18,10.7,-6.29,9.82,14.51,3.92,9.77,5.38,-2.81
