Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.71,22.7,-0.5,-43.51,30.62,-76.19,,,,,
3-Year Average,-15.12,20.02,26.48,-11.65,-9.79,-43.99,,,,,
5-Year Average,31.35,20.65,-5.68,-0.57,8.34,-26.5,,,,-33.69,
10-Year Average,,,,6.49,8.39,-1.74,,,,-15.24,
