Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,,,47.5,44.47,42.17,40.11,39.11,39.43,40.64,40.77,40.42
Gross Margin,,,52.5,55.53,57.83,59.89,60.89,60.57,59.36,59.23,59.58
SG&A,,,37.73,34.83,35.67,28.49,28.0,28.63,30.3,34.55,35.82
R&D,,,,,,,,,,,
Other,,,3.71,3.66,3.14,2.52,2.45,3.18,4.12,9.32,9.42
Operating Margin,,,11.06,17.04,19.02,28.88,30.45,28.75,24.94,15.35,14.34
Net Int Inc & Other,,,-0.24,-0.45,0.09,-0.13,-0.02,-0.03,-0.06,-0.03,0.93
EBT Margin,,,10.81,16.58,19.11,28.74,30.44,28.73,24.88,15.32,15.27
