Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.62,-27.93,6.57,3.53,-3.34,3.01,3.44,-4.84,-6.35,-2.31,7.12
3-Year Average,6.44,-6.13,-7.63,-7.36,2.17,1.02,0.99,0.47,-2.68,-4.51,
5-Year Average,0.99,-4.25,-1.52,-1.82,-4.64,-4.56,2.59,0.29,-1.7,-1.49,
10-Year Average,-0.91,-4.6,-4.1,-3.71,-3.13,-1.83,-0.89,-0.62,-1.76,-3.08,
