Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,38.5,29.19,27.88,39.56,40.56,27.07,21.87,19.52,20.25,27.08,33.72
3-Year Average,28.93,31.18,31.77,32.11,35.87,35.59,29.6,22.78,20.54,22.24,
5-Year Average,30.41,29.49,28.77,32.14,35.03,32.72,31.18,29.42,25.62,23.12,
10-Year Average,58.55,41.16,31.05,28.61,31.45,31.56,30.33,29.1,28.84,28.93,
