Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,14.81,-16.37,0.28,-2.49,20.29,-21.83,12.95,4.65,2.44,15.03,
Free Cash Flow Growth % YOY,32.76,-9.7,9.34,-11.3,62.52,-38.25,-1.1,,,,
Cap Ex as a % of Sales,13.03,9.73,8.89,8.81,6.93,7.45,9.01,17.48,66.92,8.79,9.54
Free Cash Flow/Sales %,10.57,9.11,9.92,8.12,12.76,7.82,7.33,-1.24,-50.76,9.77,9.98
Free Cash Flow/Net Income,1.55,1.17,1.82,1.04,1.1,1.62,1.26,-0.19,-10.24,1.02,1.42
