Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-34.58,,,89.06,-70.44,-50.33,473.95,16.29,36.32,77.07,119.41
3-Year Average,9.22,,-18.25,16.44,,-34.77,-5.55,49.1,108.76,41.06,
5-Year Average,,,1.7,14.64,-21.12,-25.35,,13.12,5.96,51.58,
10-Year Average,,,6.35,15.74,,,20.36,7.26,10.21,9.34,
