Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,26.39,25.94,25.24,21.62,24.69,25.65,24.55,24.05,24.29,24.5,24.23
Gross Margin,73.61,74.06,74.76,78.38,75.31,74.35,75.45,75.95,75.71,75.5,75.77
SG&A,53.29,58.3,78.1,43.95,48.73,44.88,44.35,43.6,46.16,45.44,45.63
R&D,9.05,8.61,7.12,6.72,7.74,7.65,6.68,6.93,7.24,7.01,6.91
Other,-0.63,2.05,0.42,1.18,,6.53,10.15,,,,
Operating Margin,11.91,5.1,-10.89,26.54,18.84,15.28,14.27,25.42,22.31,23.05,23.22
Net Int Inc & Other,1.09,0.51,0.04,-0.19,-0.09,-0.23,-0.16,-0.42,-0.3,-0.59,0.08
EBT Margin,13.0,5.62,-10.85,26.35,18.75,15.05,14.11,24.99,22.01,22.46,23.3
