Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,0.15,-21.07,8.96,-3.92,-27.18,-17.66,32.54,43.64,19.31,-10.82
3-Year Average,,1.12,-6.24,-4.86,-6.16,-8.65,-16.79,-7.37,16.17,31.45,
5-Year Average,,14.56,-0.18,-2.32,-2.9,-9.63,-13.11,-3.61,1.86,6.37,
10-Year Average,,11.77,7.76,9.09,9.72,4.65,-0.23,-1.91,-0.25,1.63,
