Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,56.03,19.2,-13.73,65.47,0.08,66.29,43.31,13.29,76.79,
3-Year Average,,,25.93,17.07,19.38,12.63,40.17,33.61,39.25,42.12,
5-Year Average,,,,,23.31,21.58,23.14,27.77,34.92,36.72,
10-Year Average,,,,,,,,,,29.84,
