Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.62,19.68,-15.47,3.68,14.13,16.17,2.98,1.49,4.66,-4.63,-4.03
3-Year Average,,,4.75,1.6,0.01,11.19,10.94,6.68,3.04,0.43,
5-Year Average,,,,,6.34,6.82,3.65,7.52,7.72,3.92,
10-Year Average,,,,,,,,,,5.12,
