Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,2.78,,,,545.61,1.9,32.53,37.83,16.64,-38.17,43.61
3-Year Average,39.59,,,-59.96,,,105.82,23.01,28.68,-0.2,
5-Year Average,111.97,,,-37.75,-15.69,-15.84,,,69.56,6.07,
10-Year Average,35.2,,,-8.59,5.24,33.57,14.6,7.69,2.74,-5.44,
