Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,32.51,29.66,-57.13,55.31,49.64,-31.85,29.1,-89.21,,,-178.13
3-Year Average,26.25,8.96,-9.69,-4.78,-0.12,16.56,9.6,-54.38,,,
5-Year Average,37.61,33.56,2.27,-2.94,11.35,-2.51,-2.6,-26.08,,,
10-Year Average,,32.65,19.17,10.07,18.34,15.82,14.06,-13.05,,,
