Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,69.14,-86.62,,,-63.62,131.29,6.07,-32.46,214.74,-34.57,
3-Year Average,,,,20.71,68.5,,-3.72,18.33,31.13,11.62,
5-Year Average,,,,,1.6,8.16,63.65,,13.66,27.82,
10-Year Average,,,,,,,,,,13.96,
