Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-1.11,28.09,63.16,59.14,16.55,1.45,16.86,22.98,6.96,20.82,30.06
3-Year Average,9.93,12.77,27.38,49.27,44.65,23.46,11.38,13.39,15.41,16.7,
5-Year Average,66.29,19.9,22.66,30.07,30.83,31.5,29.11,22.01,12.69,13.51,
10-Year Average,,,20.22,,,47.88,24.42,22.33,21.07,21.86,
