Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,-81.5,113.52,89.75,10.7,3.64,52.72,-14.54,59.36,6.17,-9.51,
Free Cash Flow Growth % YOY,,,693.15,17.9,0.15,55.49,-13.77,61.53,-8.67,2.44,
Cap Ex as a % of Sales,9.34,2.72,0.59,0.18,0.52,0.57,0.37,0.29,2.51,0.5,0.33
Free Cash Flow/Sales %,-7.36,0.77,6.75,8.63,9.36,15.17,13.19,20.13,14.05,12.07,11.42
Free Cash Flow/Net Income,2.06,-0.18,-4.89,7.79,3.49,3.24,2.07,2.9,1.7,1.51,1.51
