Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,18.13,16.18,8.68,22.22,16.44,14.15,12.0,19.26,16.84,19.31,-0.83
3-Year Average,21.8,21.15,14.25,15.56,15.65,17.55,14.18,15.1,16.0,18.46,
5-Year Average,18.36,19.05,17.93,18.75,16.24,15.45,14.61,16.76,15.71,16.28,
10-Year Average,35.06,32.15,24.39,16.09,16.66,16.9,16.81,17.35,17.22,16.26,
