Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-3.03,10.92,-44.5,52.07,-84.95,614.06,-24.95,44.14,-18.77,4.18,-19.28
3-Year Average,27.33,4.25,-15.8,-2.18,-49.73,17.79,-6.91,97.68,-4.22,6.85,
5-Year Average,-10.11,7.12,4.91,-0.89,-32.84,0.12,-7.4,12.07,-1.14,45.57,
10-Year Average,3.41,6.75,3.62,14.54,-18.32,-5.13,-0.4,8.43,-1.01,-1.12,
