Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,2.69,-17.77,76.6,3.61,-6.3,10.19,80.29,-1.01,-23.43,63.9,90.8
3-Year Average,6.17,-3.06,14.25,14.59,19.68,2.27,23.01,25.28,10.97,7.5,
5-Year Average,13.57,1.75,11.69,10.76,7.68,9.21,27.77,13.8,7.13,19.8,
10-Year Average,6.85,2.47,1.46,8.36,12.27,11.37,14.02,12.74,8.93,13.58,
