Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,62.19,26.63,-8.51,-12.74,8.98,12.96,8.35,-21.52,-6.85,-7.57,-14.1
3-Year Average,22.62,35.12,23.4,0.36,-4.54,2.41,10.08,-1.33,-7.48,-12.25,
5-Year Average,3.96,11.14,16.39,14.52,12.31,4.47,1.26,-1.8,-0.5,-3.73,
10-Year Average,,,,,,4.22,6.09,6.91,6.74,3.98,
