Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-7.69,4.17,-2.0,22.45,4.33,-60.06,,,,-31.25,138.24
3-Year Average,9.06,2.08,-1.96,7.72,7.78,-20.09,,,-36.5,,
5-Year Average,7.14,8.02,5.78,5.01,3.78,-12.23,,,-36.08,-41.2,
10-Year Average,,,,,11.54,-3.03,,,-18.08,-21.88,
