Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,87.99,37.13,54.69,58.36,43.82,54.16,47.31
3-Year Average,,,,,,,58.58,49.77,52.16,51.99,
5-Year Average,,,,,,,,,55.47,49.42,
10-Year Average,,,,,,,,,,,
