Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,16.0,2.75,-3.74,93.3,27.04,2.59,35.47,0.67,-2.68,2.28,5.02
3-Year Average,13.9,9.29,4.69,24.12,33.21,36.07,20.86,11.84,9.9,0.07,
5-Year Average,11.54,9.51,7.88,19.42,23.02,20.03,26.86,28.0,11.58,6.85,
10-Year Average,6.03,6.7,6.55,12.28,15.19,15.71,17.87,17.51,15.44,14.65,
