Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-17.54,,,,,16.87,62.89,6.33,-28.57,65.83,26.32
3-Year Average,-0.37,,,,,,,26.5,7.35,7.99,
5-Year Average,9.72,,,,-31.14,-26.16,,,,19.11,
10-Year Average,8.87,,,,-12.26,-9.99,-8.21,-9.32,-13.57,-9.43,
