Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-64.07,-13.57,-1.69,22.66,12.8,-1.29,-17.38,-51.67,-10.25,8.74,
3-Year Average,-30.47,-33.31,-32.66,1.39,10.8,10.95,-2.74,-26.68,-28.97,-22.16,
5-Year Average,-13.23,-21.27,-22.17,-18.59,-15.83,3.02,2.1,-11.42,-16.78,-17.39,
10-Year Average,4.71,1.43,-5.33,-2.76,-1.37,-5.45,-10.35,-16.97,-17.69,-16.61,
