Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,-7.29,25.54,1.57,-1.23,-43.37,112.31,-6.56,
Free Cash Flow Growth % YOY,,,,-10.42,30.11,2.05,-3.93,-49.15,138.44,-6.3,
Cap Ex as a % of Sales,,,2.2,2.86,2.04,1.81,2.61,3.07,2.33,1.87,1.69
Free Cash Flow/Sales %,,,35.56,28.96,33.77,32.71,30.74,14.71,30.64,25.59,31.01
Free Cash Flow/Net Income,,,1.09,1.08,1.72,1.14,1.4,1.66,1.36,1.1,1.27
