Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,534.78,-57.53,-66.13,309.52,-2.33,-121.88
3-Year Average,,,,,,,,-2.99,-16.17,10.65,
5-Year Average,,,,,,,,,,29.57,
10-Year Average,,,,,,,,,,,
