Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,,-965.0,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,,
Cap Ex as a % of Sales,,,,15.08,15.35,8.23,13.68,11.71,14.52,17.67,11.26
Free Cash Flow/Sales %,,,,-48.26,62.61,196.61,123.68,141.07,-437.13,201.61,46.96
Free Cash Flow/Net Income,,,,-1.89,0.62,12.02,6.85,5.33,-39.77,7.74,1.6
