Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,13.13,6.38,-11.29,9.41,-7.47,0.15,1.73,3.1,-5.74,2.0,11.32
3-Year Average,5.7,7.03,2.2,1.07,-3.52,0.46,-1.95,1.65,-0.38,-0.29,
5-Year Average,8.44,7.1,2.19,3.54,1.57,-0.88,-1.76,1.24,-1.74,0.2,
10-Year Average,6.55,6.85,4.68,5.28,4.71,3.68,2.57,1.71,0.87,0.88,
