Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,3.28,9.88,12.21,1.54,7.02,-4.74,-29.19,-1.5,4.07,1.66,
Free Cash Flow Growth % YOY,36.39,9.09,18.29,2.38,9.56,-2.69,-25.23,4.15,4.84,1.85,
Cap Ex as a % of Sales,5.99,6.74,6.32,5.92,5.27,4.77,2.38,1.24,1.19,1.16,1.3
Free Cash Flow/Sales %,19.8,21.63,25.86,25.27,25.65,26.49,20.22,21.8,24.2,24.58,28.94
Free Cash Flow/Net Income,1.69,1.38,1.42,1.35,1.29,1.25,0.98,1.1,1.24,1.28,1.62
