Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-15.31,-43.24,-41.65,277.1,-29.86,-10.1,105.14,74.1,84.99,-8.65,20.0
3-Year Average,12.6,-18.19,-34.54,7.69,15.57,33.47,8.96,47.53,87.64,43.29,
5-Year Average,13.64,-1.45,-13.91,3.8,-5.79,-4.66,23.27,53.39,33.03,40.25,
10-Year Average,4.2,-4.12,-10.35,-0.33,0.94,4.09,10.22,14.92,17.51,14.94,
