Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,41.67,-85.29,,,-63.33,127.27,8.0,-33.33,216.67,-33.33,61.07
3-Year Average,,,,20.84,63.86,,-3.45,17.84,31.62,12.07,
5-Year Average,,,,,-1.73,8.02,60.95,,13.7,28.14,
10-Year Average,,,,,,,,,,12.22,
