Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,34.07,31.66,35.87,33.27,30.62,32.36,30.29,31.0,45.7,49.9,44.72
Gross Margin,65.93,68.34,64.13,66.73,69.38,67.64,69.71,69.0,54.3,50.1,55.28
SG&A,7.13,5.25,8.7,7.29,6.31,6.77,7.2,6.85,10.0,12.79,11.03
R&D,,,,,,,,,,,
Other,15.94,16.64,21.72,21.03,18.47,29.76,25.77,22.6,38.77,44.31,34.43
Operating Margin,42.86,46.45,33.72,38.41,44.6,31.11,36.75,39.55,5.53,-7.0,9.82
Net Int Inc & Other,,,,,-1.24,-0.76,-0.62,-33.97,-81.79,-10.74,-7.07
EBT Margin,42.86,46.45,33.72,38.41,43.36,30.35,36.13,5.58,-76.26,-17.74,2.76
