Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,17.79,3.13,15.41,30.3,21.68,1.59,-0.12,-3.2,-9.42,-0.49,6.12
3-Year Average,27.38,18.13,11.92,15.75,22.31,17.22,7.28,-0.59,-4.32,-4.44,
5-Year Average,29.93,23.82,19.73,19.91,17.32,13.9,13.18,9.26,1.6,-2.4,
10-Year Average,34.85,27.96,21.11,17.67,22.81,21.65,18.38,14.38,10.38,7.01,
