Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,,0.1,3.47,1.18,-2.37,8.22,4.87
3-Year Average,,,,,,,,1.58,0.73,2.25,
5-Year Average,,,,,,,,,,2.06,
10-Year Average,,,,,,,,,,,
