Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,92.58,50.35,21.43,47.1,25.14,26.38,-2.92,-36.09,35.83,27.73,8.66
3-Year Average,113.7,65.34,52.06,39.0,30.75,32.51,15.37,-7.79,-5.54,3.5,
5-Year Average,,,77.9,51.85,45.28,33.54,22.36,7.62,5.91,6.35,
10-Year Average,,,,,,,,38.36,26.82,24.3,
