Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-29.14,-50.74,,,,37.8,-42.86,114.67,91.93,-50.49,149.3
3-Year Average,19.49,-17.79,,,23.96,,,19.12,33.03,26.83,
5-Year Average,,27.87,,,-7.84,5.28,8.45,,,9.94,
10-Year Average,21.69,,,,13.76,,17.76,10.47,13.13,0.66,
