Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,6.61,34.32,-26.8,44.41,-7.18,22.56,24.11,23.94,11.56,-20.75,23.1
3-Year Average,-1.7,-0.49,1.58,12.39,-0.63,17.99,12.18,23.54,19.72,3.1,
5-Year Average,19.4,12.48,-1.36,0.82,7.04,10.06,8.34,20.37,14.32,10.76,
10-Year Average,12.49,12.63,10.26,11.23,10.48,14.64,10.39,8.97,7.35,8.88,
