Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,11.42,20.59,-22.98,37.74,14.96,-1.67,10.32,9.78,47.41,22.35,
Free Cash Flow Growth % YOY,11.42,-1.22,-20.67,35.3,19.75,-5.47,15.18,16.53,41.5,25.77,
Cap Ex as a % of Sales,,3.66,2.7,3.69,3.09,3.54,2.89,1.62,2.67,2.19,2.25
Free Cash Flow/Sales %,17.25,16.57,14.57,17.86,19.53,17.29,18.75,18.6,20.15,21.44,19.59
Free Cash Flow/Net Income,1.64,2.2,1.53,1.33,1.54,1.55,1.45,1.29,1.6,1.54,1.4
