Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,40.84,19.57,18.09,24.23,38.42,24.6,27.09,32.26,28.5,21.75,-4.48
3-Year Average,43.52,37.16,25.75,20.6,26.63,28.92,29.9,27.94,29.26,27.43,
5-Year Average,65.03,44.42,33.08,30.5,27.88,24.78,26.31,29.21,30.09,26.79,
10-Year Average,,,,,53.92,43.5,35.07,31.13,30.29,27.33,
