Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-23.99,-63.11,11.88,14.02,-2.57,19.53,11.46,-5.74,9.72,4.8,9.45
3-Year Average,-4.47,-33.49,-32.05,-22.22,7.52,9.91,9.08,7.89,4.85,2.72,
5-Year Average,-4.43,-21.04,-18.49,-17.8,-19.01,-11.33,10.61,6.89,6.07,7.62,
10-Year Average,0.09,-9.57,-8.64,-8.22,-9.07,-7.95,-6.55,-6.66,-6.62,-6.64,
